date	text	rating	aspects	sentiment	aspects_pretty	entities	person	geopolitical area	date	cardinal number	quantity	group	event	money	percent	organization	time	ordinal number	location	product	work of art	facility
2021-05-31	Елка понравилось, все как в описании литьё и пленка. Это уже не первая елка компании Грин триз, вторую купили на дачу, взяли с хорошей скидкой на вайлбериз. Пришла хорошо упакованная, что очень порадовало, после можно убрать обратно в коробку.	star5	['Елка']	['Positive']	Елка	[{'text': 'первая', 'start': 63, 'end': 70, 'tokens': ['▁первая'], 'names': ['B-ordinal number'], 'filled': {'ordinal number'}}, {'text': 'Грин триз,', 'start': 84, 'end': 95, 'tokens': ['▁Гри', 'н', '▁три', 'з', ','], 'names': ['B-organization', 'I-organization', 'I-organization', 'I-organization', 'O'], 'filled': {'organization'}}, {'text': 'вторую', 'start': 95, 'end': 102, 'tokens': ['▁втор', 'ую'], 'names': ['B-ordinal number', 'O'], 'filled': {'ordinal number'}}]										['Грин триз,']		['первая', 'вторую']				
2021-05-18	Елка приехала упакованная как телевизор, с пенопластом и в защитной коробке. В сборке лёгкая, за полчаса управилась, хвоя как в описании комбинированная. Внешние веточки напоминают настоящие, внутренние (из плёнки) не видны. Ёлкой довольны, буду советовать друзьям. Брала по хорошей скидке, за что спасибо WB	star5	['Елка', 'сборке', 'хвоя', 'веточки']	['Positive', 'Neutral', 'Neutral', 'Positive']	Елка, сборке, хвоя, веточки	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}, {'text': 'полчаса', 'start': 96, 'end': 104, 'tokens': ['▁пол', 'час', 'а'], 'names': ['B-time', 'I-time', 'I-time'], 'filled': {'time'}}]	['Елка']										['полчаса']					
2022-08-24	Все целое, но елка не 1,80. Возврат.	star4	['елка']	['Negative']	елка	[{'text': '1,80.', 'start': 21, 'end': 27, 'tokens': ['▁1', ',', '80', '.'], 'names': ['B-cardinal number', 'O', 'B-cardinal number', 'O'], 'filled': {'cardinal number'}}]				['1,80.']												
2022-08-23	Елка не 1,8, а 1,6. Прибываю в шоке.	star2	['Елка']	['Negative']	Елка	[{'text': '1,8,', 'start': 7, 'end': 12, 'tokens': ['▁1,8', ','], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}, {'text': '1,6.', 'start': 14, 'end': 19, 'tokens': ['▁1,6', '.'], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}]				['1,8,', '1,6.']												
2022-08-22	разочарована, есть отломившиеся ветки, торчат проволоки	star3	[]	[]		[]																
2022-08-08	"Отличная 👌,мне понравилась, все целое 🙏
Теперь,будем ждать НГ,чтобы её распушить и нарядить)"	star5	['👌']	['Positive']	👌	[{'text': 'НГ,чтобы', 'start': 58, 'end': 67, 'tokens': ['▁', 'НГ', ',', 'что', 'бы'], 'names': ['B-event', 'B-event', 'O', 'O', 'O'], 'filled': {'event'}}]							['НГ,чтобы']									
2022-08-04	Ёлочка шикарная !!Забрала ,пришла домой собрала ее ,все на месте ,коробка прям новая ,собирается легко ,все мелочи на веточках не критичны ,осыпалась не много ну впринцыпи как иначе .Я очень ей довольна ,спасибо огромное продавцу за такую шикарную красавицу !!Будим ждать нового года и наряжать нашу красавицу!Очень пышная как я и хотела и много веточек !!!	star5	['Ёлочка']	['Positive']	Ёлочка	[{'text': 'нового года', 'start': 271, 'end': 283, 'tokens': ['▁нового', '▁года'], 'names': ['B-event', 'I-event'], 'filled': {'event'}}]							['нового года']									
2022-08-03	Отличная ёлка! Пушистая. Немного осыпалась при сборке, но не критично 🥰	star5	['ёлка']	['Positive']	ёлка	[]																
2022-07-11	Ёлка супер. Пушистая, высокая и не осыпается	star5	['Ёлка']	['Positive']	Ёлка	[]																
2022-06-20	Красивая елка	star5	['елка']	['Positive']	елка	[]																
2022-06-05	Ёлка понравилась нам) Пушистая и по высоте отличная))	star5	['Ёлка']	['Positive']	Ёлка	[{'text': 'Ёлка', 'start': 0, 'end': 4, 'tokens': ['▁', 'Ё', 'лка'], 'names': ['O', 'B-person', 'O'], 'filled': {'person'}}]	['Ёлка']															
2022-05-11	Отличная ёлка за свою стоимость, пришла целая	star5	['ёлка']	['Positive']	ёлка	[]																
2022-05-06	Соответствует описанию, очень пушистая! 	star5	[]	[]		[]																
2022-04-12	"Как ни странно, но ёлку приобрела весной))) 
Привезли домой, не терпелось посмотреть. Собрали сразу. 
Отличная ёлочка! Пушистая! Красивая!
Как писали ранее, что царапает руки, не так критично! Просто заострить на этом внимание и аккуратно расправить ветки. 
Рекомендую к покупке!!!"	star5	[]	[]		[{'text': 'весной)))', 'start': 33, 'end': 43, 'tokens': ['▁вес', 'ной', ')))'], 'names': ['B-date', 'O', 'O'], 'filled': {'date'}}]			['весной)))']													
